0.01.274.592 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.02.434.982 I srv    load_model: loading model '/work/GLM-5.2-GGUF/REAP50/GLM-5.2-REAP50-Q3_K_M-00001-of-00005.gguf'
0.03.384.478 W load: special_eot_id is not in special_eog_ids - the tokenizer config may be incorrect
0.03.384.490 W load: special_eom_id is not in special_eog_ids - the tokenizer config may be incorrect
2.02.682.621 I srv    load_model: initializing, n_slots = 8, n_ctx_slot = 2048, kv_unified = 'false'
2.02.708.117 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
2.02.708.170 I srv  llama_server: model loaded
2.02.708.177 I srv  llama_server: listening on http://127.0.0.1:8080
2.30.630.013 I slot get_availabl: id  7 | task -1 | selected slot by LRU, t_last = -1
22.51.262.738 I slot print_timing: id  4 | task 13428 | prompt eval time =     166.06 ms /    26 tokens (    6.39 ms per token,   156.57 tokens per second)
22.51.262.746 I slot print_timing: id  4 | task 13428 |        eval time =  108299.45 ms /  1280 tokens (   84.61 ms per token,    11.82 tokens per second)
22.51.262.747 I slot print_timing: id  4 | task 13428 |       total time =  108465.50 ms /  1306 tokens
22.51.262.748 I slot print_timing: id  4 | task 13428 |    graphs reused =      13722
22.51.262.836 I slot      release: id  4 | task 13428 | stop processing: n_tokens = 1310, truncated = 0
22.51.325.675 I slot get_availabl: id  4 | task -1 | selected slot by LCP similarity, sim_best = 0.132 (> 0.100 thold), f_keep = 0.004
22.51.369.129 I slot launch_slot_: id  4 | task 14735 | processing task, is_child = 0
22.52.123.769 I slot print_timing: id  2 | task 14162 | n_decoded =    565, tg =  11.76 t/s, tg_3s =  11.65 t/s
22.52.533.446 I slot print_timing: id  7 | task 14537 | n_decoded =    207, tg =  11.88 t/s, tg_3s =  11.66 t/s
22.53.670.741 I slot print_timing: id  0 | task 14219 | prompt eval time =     149.29 ms /    30 tokens (    4.98 ms per token,   200.95 tokens per second)
22.53.670.749 I slot print_timing: id  0 | task 14219 |        eval time =   44842.48 ms /   532 tokens (   84.29 ms per token,    11.86 tokens per second)
22.53.670.750 I slot print_timing: id  0 | task 14219 |       total time =   44991.77 ms /   562 tokens
22.53.670.751 I slot print_timing: id  0 | task 14219 |    graphs reused =      13747
22.53.670.815 I slot      release: id  0 | task 14219 | stop processing: n_tokens = 564, truncated = 0
22.53.749.965 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 417505461084
22.53.769.566 I slot launch_slot_: id  0 | task 14764 | processing task, is_child = 0
22.54.072.285 I slot print_timing: id  1 | task 13784 | n_decoded =    962, tg =  11.84 t/s, tg_3s =  10.79 t/s
22.54.073.860 I slot print_timing: id  6 | task 14143 | n_decoded =    604, tg =  11.69 t/s, tg_3s =  10.82 t/s
22.54.242.621 I slot print_timing: id  3 | task 14374 | n_decoded =    385, tg =  11.80 t/s, tg_3s =  10.77 t/s
22.55.135.112 I slot print_timing: id  2 | task 14162 | n_decoded =    599, tg =  11.73 t/s, tg_3s =  11.29 t/s
22.55.543.346 I slot print_timing: id  7 | task 14537 | n_decoded =    241, tg =  11.80 t/s, tg_3s =  11.30 t/s
22.56.929.029 I slot print_timing: id  5 | task 14698 | n_decoded =    100, tg =  11.79 t/s, tg_3s =  11.79 t/s
22.57.091.843 I slot print_timing: id  1 | task 13784 | n_decoded =    999, tg =  11.85 t/s, tg_3s =  12.25 t/s
22.57.093.418 I slot print_timing: id  6 | task 14143 | n_decoded =    641, tg =  11.72 t/s, tg_3s =  12.25 t/s
22.57.256.231 I slot print_timing: id  3 | task 14374 | n_decoded =    422, tg =  11.84 t/s, tg_3s =  12.28 t/s
22.58.164.862 I slot print_timing: id  2 | task 14162 | n_decoded =    636, tg =  11.76 t/s, tg_3s =  12.21 t/s
22.58.247.493 I slot print_timing: id  2 | task 14162 | prompt eval time =     269.10 ms /    64 tokens (    4.20 ms per token,   237.83 tokens per second)
22.58.247.501 I slot print_timing: id  2 | task 14162 |        eval time =   54170.92 ms /   637 tokens (   85.04 ms per token,    11.76 tokens per second)
22.58.247.502 I slot print_timing: id  2 | task 14162 |       total time =   54440.02 ms /   701 tokens
22.58.247.504 I slot print_timing: id  2 | task 14162 |    graphs reused =      13797
22.58.247.591 I slot      release: id  2 | task 14162 | stop processing: n_tokens = 703, truncated = 0
22.58.326.347 I slot print_timing: id  0 | task 14764 | prompt eval time =     302.35 ms /    76 tokens (    3.98 ms per token,   251.36 tokens per second)
22.58.326.356 I slot print_timing: id  0 | task 14764 |        eval time =    4254.38 ms /    53 tokens (   80.27 ms per token,    12.46 tokens per second)
22.58.326.357 I slot print_timing: id  0 | task 14764 |       total time =    4556.73 ms /   129 tokens
22.58.326.358 I slot print_timing: id  0 | task 14764 |    graphs reused =      13797
22.58.326.430 I slot      release: id  0 | task 14764 | stop processing: n_tokens = 131, truncated = 0
22.58.328.376 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.103 (> 0.100 thold), f_keep = 0.006
22.58.352.873 I slot launch_slot_: id  2 | task 14818 | processing task, is_child = 0
22.58.555.205 I slot print_timing: id  7 | task 14537 | n_decoded =    276, tg =  11.77 t/s, tg_3s =  11.62 t/s
22.58.555.231 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 417510116700
22.58.555.385 I slot launch_slot_: id  0 | task 14820 | processing task, is_child = 0
22.59.994.983 I slot print_timing: id  5 | task 14698 | n_decoded =    134, tg =  11.61 t/s, tg_3s =  11.09 t/s
23.00.158.404 I slot print_timing: id  1 | task 13784 | n_decoded =   1033, tg =  11.82 t/s, tg_3s =  11.09 t/s
23.00.159.354 I slot print_timing: id  4 | task 14735 | n_decoded =    100, tg =  11.62 t/s, tg_3s =  11.62 t/s
23.00.159.986 I slot print_timing: id  6 | task 14143 | n_decoded =    675, tg =  11.69 t/s, tg_3s =  11.09 t/s
23.00.240.348 I slot print_timing: id  3 | task 14374 | prompt eval time =     151.84 ms /    25 tokens (    6.07 ms per token,   164.65 tokens per second)
23.00.240.353 I slot print_timing: id  3 | task 14374 |        eval time =   38616.62 ms /   455 tokens (   84.87 ms per token,    11.78 tokens per second)
23.00.240.354 I slot print_timing: id  3 | task 14374 |       total time =   38768.45 ms /   480 tokens
23.00.240.355 I slot print_timing: id  3 | task 14374 |    graphs reused =      13814
23.00.240.433 I slot      release: id  3 | task 14374 | stop processing: n_tokens = 482, truncated = 0
23.00.313.451 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 417512030703
23.00.330.803 I slot launch_slot_: id  3 | task 14841 | processing task, is_child = 0
23.01.590.661 I slot print_timing: id  7 | task 14537 | n_decoded =    309, tg =  11.67 t/s, tg_3s =  10.87 t/s
23.02.323.383 I slot print_timing: id  0 | task 14820 | prompt eval time =     202.74 ms /    45 tokens (    4.51 ms per token,   221.96 tokens per second)
23.02.323.391 I slot print_timing: id  0 | task 14820 |        eval time =    3565.22 ms /    42 tokens (   84.89 ms per token,    11.78 tokens per second)
23.02.323.392 I slot print_timing: id  0 | task 14820 |       total time =    3767.97 ms /    87 tokens
23.02.323.393 I slot print_timing: id  0 | task 14820 |    graphs reused =      13834
23.02.323.460 I slot      release: id  0 | task 14820 | stop processing: n_tokens = 89, truncated = 0
23.02.403.085 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 417514113729
23.02.407.485 I slot launch_slot_: id  0 | task 14865 | processing task, is_child = 0
23.02.998.126 I slot print_timing: id  5 | task 14698 | n_decoded =    167, tg =  11.48 t/s, tg_3s =  10.99 t/s
23.03.160.748 I slot print_timing: id  1 | task 13784 | n_decoded =   1066, tg =  11.80 t/s, tg_3s =  10.99 t/s
23.03.161.703 I slot print_timing: id  4 | task 14735 | n_decoded =    133, tg =  11.45 t/s, tg_3s =  10.99 t/s
23.03.162.330 I slot print_timing: id  6 | task 14143 | n_decoded =    708, tg =  11.65 t/s, tg_3s =  10.99 t/s
23.03.325.355 I slot print_timing: id  5 | task 14698 | prompt eval time =     255.92 ms /    52 tokens (    4.92 ms per token,   203.19 tokens per second)
23.03.325.364 I slot print_timing: id  5 | task 14698 |        eval time =   14875.53 ms /   171 tokens (   86.99 ms per token,    11.50 tokens per second)
23.03.325.365 I slot print_timing: id  5 | task 14698 |       total time =   15131.45 ms /   223 tokens
23.03.325.382 I slot print_timing: id  5 | task 14698 |    graphs reused =      13843
23.03.325.444 I slot      release: id  5 | task 14698 | stop processing: n_tokens = 225, truncated = 0
23.03.389.622 I slot get_availabl: id  5 | task -1 | selected slot by LRU, t_last = 417515115713
23.03.398.737 I slot launch_slot_: id  5 | task 14877 | processing task, is_child = 0
23.04.604.681 I slot print_timing: id  7 | task 14537 | n_decoded =    343, tg =  11.63 t/s, tg_3s =  11.28 t/s
23.06.240.205 I slot print_timing: id  1 | task 13784 | n_decoded =   1102, tg =  11.79 t/s, tg_3s =  11.69 t/s
23.06.241.164 I slot print_timing: id  4 | task 14735 | n_decoded =    169, tg =  11.50 t/s, tg_3s =  11.69 t/s
23.06.241.790 I slot print_timing: id  6 | task 14143 | n_decoded =    744, tg =  11.65 t/s, tg_3s =  11.69 t/s
23.07.219.117 I slot print_timing: id  2 | task 14818 | n_decoded =    100, tg =  11.54 t/s, tg_3s =  11.54 t/s
23.07.630.245 I slot print_timing: id  7 | task 14537 | n_decoded =    380, tg =  11.69 t/s, tg_3s =  12.23 t/s
23.08.935.901 I slot print_timing: id  3 | task 14841 | n_decoded =    100, tg =  12.00 t/s, tg_3s =  12.00 t/s
23.09.261.135 I slot print_timing: id  1 | task 13784 | n_decoded =   1139, tg =  11.81 t/s, tg_3s =  12.25 t/s
23.09.262.098 I slot print_timing: id  4 | task 14735 | n_decoded =    206, tg =  11.63 t/s, tg_3s =  12.25 t/s
23.09.262.719 I slot print_timing: id  6 | task 14143 | n_decoded =    781, tg =  11.68 t/s, tg_3s =  12.25 t/s
23.10.245.302 I slot print_timing: id  2 | task 14818 | n_decoded =    137, tg =  11.72 t/s, tg_3s =  12.23 t/s
23.10.658.376 I slot print_timing: id  7 | task 14537 | n_decoded =    417, tg =  11.73 t/s, tg_3s =  12.22 t/s
23.10.819.587 I slot print_timing: id  0 | task 14865 | n_decoded =    100, tg =  12.14 t/s, tg_3s =  12.14 t/s
23.11.721.246 I slot print_timing: id  5 | task 14877 | n_decoded =    100, tg =  12.34 t/s, tg_3s =  12.34 t/s
23.11.966.410 I slot print_timing: id  3 | task 14841 | n_decoded =    137, tg =  12.06 t/s, tg_3s =  12.21 t/s
23.12.293.714 I slot print_timing: id  1 | task 13784 | n_decoded =   1176, tg =  11.82 t/s, tg_3s =  12.20 t/s
23.12.294.676 I slot print_timing: id  4 | task 14735 | n_decoded =    243, tg =  11.71 t/s, tg_3s =  12.20 t/s
23.12.295.298 I slot print_timing: id  6 | task 14143 | n_decoded =    818, tg =  11.70 t/s, tg_3s =  12.20 t/s
23.13.278.853 I slot print_timing: id  2 | task 14818 | n_decoded =    174, tg =  11.82 t/s, tg_3s =  12.20 t/s
23.13.689.319 I slot print_timing: id  7 | task 14537 | n_decoded =    454, tg =  11.77 t/s, tg_3s =  12.21 t/s
23.13.849.646 I slot print_timing: id  0 | task 14865 | n_decoded =    137, tg =  12.16 t/s, tg_3s =  12.21 t/s
23.14.747.781 I slot print_timing: id  5 | task 14877 | n_decoded =    137, tg =  12.31 t/s, tg_3s =  12.23 t/s
23.14.990.772 I slot print_timing: id  3 | task 14841 | n_decoded =    174, tg =  12.09 t/s, tg_3s =  12.23 t/s
23.15.316.313 I slot print_timing: id  1 | task 13784 | n_decoded =   1213, tg =  11.83 t/s, tg_3s =  12.24 t/s
23.15.317.270 I slot print_timing: id  4 | task 14735 | n_decoded =    280, tg =  11.78 t/s, tg_3s =  12.24 t/s
23.15.317.891 I slot print_timing: id  6 | task 14143 | n_decoded =    855, tg =  11.73 t/s, tg_3s =  12.24 t/s
23.16.298.805 I slot print_timing: id  2 | task 14818 | n_decoded =    211, tg =  11.89 t/s, tg_3s =  12.25 t/s
23.16.708.299 I slot print_timing: id  7 | task 14537 | n_decoded =    491, tg =  11.80 t/s, tg_3s =  12.26 t/s
23.16.869.727 I slot print_timing: id  0 | task 14865 | n_decoded =    174, tg =  12.18 t/s, tg_3s =  12.25 t/s
23.17.771.988 I slot print_timing: id  5 | task 14877 | n_decoded =    174, tg =  12.29 t/s, tg_3s =  12.23 t/s
23.18.015.236 I slot print_timing: id  3 | task 14841 | n_decoded =    211, tg =  12.12 t/s, tg_3s =  12.23 t/s
23.18.343.243 I slot print_timing: id  1 | task 13784 | n_decoded =   1250, tg =  11.84 t/s, tg_3s =  12.22 t/s
23.18.344.205 I slot print_timing: id  4 | task 14735 | n_decoded =    317, tg =  11.83 t/s, tg_3s =  12.22 t/s
23.18.344.830 I slot print_timing: id  6 | task 14143 | n_decoded =    892, tg =  11.75 t/s, tg_3s =  12.22 t/s
23.19.341.032 I slot print_timing: id  2 | task 14818 | n_decoded =    248, tg =  11.93 t/s, tg_3s =  12.16 t/s
23.19.754.511 I slot print_timing: id  7 | task 14537 | n_decoded =    528, tg =  11.83 t/s, tg_3s =  12.15 t/s
23.19.918.666 I slot print_timing: id  0 | task 14865 | n_decoded =    211, tg =  12.17 t/s, tg_3s =  12.14 t/s
23.20.828.697 I slot print_timing: id  1 | task 13784 | prompt eval time =     145.01 ms /    21 tokens (    6.91 ms per token,   144.81 tokens per second)
23.20.828.707 I slot print_timing: id  1 | task 13784 |        eval time =  108037.27 ms /  1280 tokens (   84.40 ms per token,    11.85 tokens per second)
23.20.828.708 I slot print_timing: id  1 | task 13784 |       total time =  108182.28 ms /  1301 tokens
23.20.828.709 I slot print_timing: id  1 | task 13784 |    graphs reused =      14051
23.20.828.814 I slot      release: id  1 | task 13784 | stop processing: n_tokens = 1303, truncated = 0
23.20.830.106 I slot print_timing: id  5 | task 14877 | n_decoded =    211, tg =  12.26 t/s, tg_3s =  12.10 t/s
23.20.917.743 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.147 (> 0.100 thold), f_keep = 0.004
23.20.961.207 I slot launch_slot_: id  1 | task 15090 | processing task, is_child = 0
23.21.130.878 I slot print_timing: id  3 | task 14841 | n_decoded =    247, tg =  12.03 t/s, tg_3s =  11.55 t/s
23.21.382.264 I slot print_timing: id  4 | task 14735 | n_decoded =    352, tg =  11.80 t/s, tg_3s =  11.52 t/s
23.21.382.897 I slot print_timing: id  6 | task 14143 | n_decoded =    927, tg =  11.74 t/s, tg_3s =  11.52 t/s
23.22.356.105 I slot print_timing: id  2 | task 14818 | n_decoded =    283, tg =  11.89 t/s, tg_3s =  11.61 t/s
23.22.762.844 I slot print_timing: id  7 | task 14537 | n_decoded =    563, tg =  11.82 t/s, tg_3s =  11.63 t/s
23.22.922.991 I slot print_timing: id  0 | task 14865 | n_decoded =    246, tg =  12.09 t/s, tg_3s =  11.65 t/s
23.23.893.457 I slot print_timing: id  5 | task 14877 | n_decoded =    247, tg =  12.18 t/s, tg_3s =  11.75 t/s
23.24.133.916 I slot print_timing: id  3 | task 14841 | n_decoded =    284, tg =  12.07 t/s, tg_3s =  12.32 t/s
23.24.460.727 I slot print_timing: id  4 | task 14735 | n_decoded =    390, tg =  11.85 t/s, tg_3s =  12.34 t/s
23.24.461.963 I slot print_timing: id  6 | task 14143 | n_decoded =    965, tg =  11.76 t/s, tg_3s =  12.34 t/s
23.25.365.587 I slot print_timing: id  2 | task 14818 | n_decoded =    320, tg =  11.93 t/s, tg_3s =  12.29 t/s
23.25.775.123 I slot print_timing: id  7 | task 14537 | n_decoded =    600, tg =  11.84 t/s, tg_3s =  12.28 t/s
23.25.936.149 I slot print_timing: id  0 | task 14865 | n_decoded =    283, tg =  12.12 t/s, tg_3s =  12.28 t/s
23.26.922.636 I slot print_timing: id  5 | task 14877 | n_decoded =    284, tg =  12.19 t/s, tg_3s =  12.21 t/s
23.27.168.284 I slot print_timing: id  3 | task 14841 | n_decoded =    321, tg =  12.08 t/s, tg_3s =  12.19 t/s
23.27.248.599 I slot print_timing: id  1 | task 15090 | prompt eval time =     169.00 ms /    29 tokens (    5.83 ms per token,   171.60 tokens per second)
23.27.248.606 I slot print_timing: id  1 | task 15090 |        eval time =    6118.35 ms /    76 tokens (   80.50 ms per token,    12.42 tokens per second)
23.27.248.607 I slot print_timing: id  1 | task 15090 |       total time =    6287.35 ms /   105 tokens
23.27.248.608 I slot print_timing: id  1 | task 15090 |    graphs reused =      14124
23.27.248.666 I slot      release: id  1 | task 15090 | stop processing: n_tokens = 109, truncated = 0
23.27.248.829 W common_chat_peg_parse: unparsed peg-native output: {
  "message": "Hey everyone! Just spent the morning wandering through the most amazing outdoor market downtown. Found a vintage lamp, a cool leather jacket, and a box of old vinyl records! If you're looking for unique decor or hidden treasures, you absolutely have to check it out next weekend. Who's coming with me? ðŸé€›ðŸé€›ðŸé€›"
}
23.27.248.925 W srv          stop: cancel task, id_task = 15090
23.27.248.983 W srv    operator(): got exception: {"error":{"code":500,"message":"The model produced output that does not match the expected peg-native format","type":"server_error"}}
23.27.336.817 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.143 (> 0.100 thold), f_keep = 0.037
23.27.342.143 I slot launch_slot_: id  1 | task 15169 | processing task, is_child = 0
23.27.491.370 I slot print_timing: id  4 | task 14735 | n_decoded =    426, tg =  11.85 t/s, tg_3s =  11.88 t/s
23.27.492.012 I slot print_timing: id  6 | task 14143 | n_decoded =   1001, tg =  11.76 t/s, tg_3s =  11.88 t/s
23.28.392.427 I slot print_timing: id  2 | task 14818 | n_decoded =    356, tg =  11.93 t/s, tg_3s =  11.89 t/s
23.28.802.685 I slot print_timing: id  7 | task 14537 | n_decoded =    636, tg =  11.85 t/s, tg_3s =  11.89 t/s
23.28.964.367 I slot print_timing: id  0 | task 14865 | n_decoded =    319, tg =  12.09 t/s, tg_3s =  11.89 t/s
23.29.949.511 I slot print_timing: id  5 | task 14877 | n_decoded =    320, tg =  12.15 t/s, tg_3s =  11.89 t/s
23.30.195.138 I slot print_timing: id  3 | task 14841 | n_decoded =    357, tg =  12.06 t/s, tg_3s =  11.89 t/s
23.30.280.513 I slot print_timing: id  7 | task 14537 | prompt eval time =     200.09 ms /    43 tokens (    4.65 ms per token,   214.90 tokens per second)
23.30.280.526 I slot print_timing: id  7 | task 14537 |        eval time =   55165.72 ms /   654 tokens (   84.35 ms per token,    11.86 tokens per second)
23.30.280.526 I slot print_timing: id  7 | task 14537 |       total time =   55365.82 ms /   697 tokens
23.30.280.528 I slot print_timing: id  7 | task 14537 |    graphs reused =      14157
23.30.280.614 I slot      release: id  7 | task 14537 | stop processing: n_tokens = 699, truncated = 0
23.30.358.356 I slot get_availabl: id  7 | task -1 | selected slot by LRU, t_last = 417542070884
23.30.381.560 I slot launch_slot_: id  7 | task 15206 | processing task, is_child = 0
23.30.530.664 I slot print_timing: id  4 | task 14735 | n_decoded =    462, tg =  11.85 t/s, tg_3s =  11.84 t/s
23.30.531.312 I slot print_timing: id  6 | task 14143 | n_decoded =   1037, tg =  11.77 t/s, tg_3s =  11.84 t/s
23.31.433.582 I slot print_timing: id  2 | task 14818 | n_decoded =    392, tg =  11.92 t/s, tg_3s =  11.84 t/s
23.32.003.086 I slot print_timing: id  0 | task 14865 | n_decoded =    355, tg =  12.07 t/s, tg_3s =  11.85 t/s
23.32.981.785 I slot print_timing: id  5 | task 14877 | n_decoded =    356, tg =  12.12 t/s, tg_3s =  11.87 t/s
